x,y,code
489.5,486.5,1
499.5,484.5,0
502.5,484.5,0
505.5,463.5,0
511.5,460.5,0
517.5,439.5,0
523.5,436.5,0
532.5,415.5,0
541.5,391.5,0
541.5,382.5,0
541.5,373.5,0
550.5,361.5,0
553.5,361.5,0
559.5,340.5,0
562.5,340.5,0
568.5,322.5,0
574.5,322.5,0
583.5,304.5,0
586.5,304.5,0
594.5,287.5,1
598.5,286.5,0
604.5,271.5,0
610.5,271.5,0
616.5,256.5,0
622.5,256.5,0
628.5,241.5,0
634.5,241.5,0
640.5,229.5,0
640.5,229.5,0
652.5,217.5,0
658.5,217.5,0
664.5,205.5,0
670.5,205.5,0
676.5,196.5,0
679.5,196.5,0
691.5,187.5,0
691.5,187.5,0
700.5,184.5,0
700.5,184.5,0
712.5,181.5,0
715.5,178.5,0
727.5,175.5,0
727.5,175.5,0
742.5,169.5,0
751.5,169.5,0
763.5,163.5,0
769.5,163.5,0
787.5,160.5,0
787.5,157.5,1
805.5,157.5,0
811.5,151.5,0
829.5,151.5,0
841.5,154.5,0
859.5,145.5,0
862.5,145.5,0
883.5,139.5,0
889.5,133.5,0
913.5,133.5,0
919.5,130.5,0
946.5,127.5,0
958.5,136.5,0
985.5,124.5,1
991.5,130.5,0
1018.5,115.5,0
1021.5,112.5,0
1058.5,106.5,1
1057.5,106.5,0
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2

ID,Column,Variable Name,Data Type,Rank,Missing Value,Dimensions
1,A,x,System.Double,1,,frame
2,B,y,System.Double,1,,frame
3,C,code,System.Int16,1,,frame

Variable,Key,Type,Value
0,videofilepath,System.String,D:\Google Drive\Sync\bird videos\ueno_park.mp4
0,lambda_d,System.Double,10000
0,lambda_u,System.Double,1
0,lambda_o,System.Double,10000000
0,patch_size,System.Double,21
0,num_pca_data,System.Double,10000
0,pca_dim,System.Double,16
0,max_occlusion_duration,System.Double,250
0,matches_per_keyframe,System.Double,10
0,index_approx_ratio,System.Double,1
0,max_matches_per_frame,System.Double,1000
0,matches_appearance_threshold,System.Double,1E+100
0,index_accuracy,System.Double,3

