x,y,code
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
675.5,371.5,1
673.5,370.5,0
673.5,370.5,0
670.5,367.5,0
670.5,367.5,0
670.5,367.5,0
667.5,364.5,0
667.5,364.5,0
667.5,361.5,0
667.5,361.5,0
667.5,361.5,0
667.5,358.5,0
670.5,358.5,0
675.5,358.5,1
673.5,358.5,0
670.5,358.5,0
670.5,355.5,0
670.5,355.5,0
670.5,355.5,0
670.5,355.5,0
670.5,355.5,0
667.5,355.5,0
667.5,355.5,0
664.5,355.5,0
661.5,355.5,0
661.5,355.5,0
658.5,355.5,0
655.5,355.5,0
655.5,355.5,0
650.5,356.5,1
643.5,358.5,0
640.5,358.5,0
637.5,358.5,0
634.5,358.5,0
628.5,358.5,0
625.5,358.5,0
619.5,358.5,0
613.5,358.5,0
610.5,358.5,0
604.5,358.5,0
598.5,358.5,0
595.5,358.5,0
586.5,358.5,1
577.5,358.5,0
571.5,358.5,0
562.5,358.5,0
550.5,359.5,1
547.5,358.5,0
544.5,355.5,0
544.5,352.5,0
535.5,352.5,0
532.5,352.5,0
523.5,352.5,0
514.5,349.5,0
508.5,349.5,0
499.5,349.5,0
490.5,346.5,0
484.5,346.5,0
478.5,346.5,0
469.5,346.5,0
454.5,352.5,0
445.5,352.5,0
439.5,352.5,0
436.5,352.5,0
,,0
415.5,343.5,0
412.5,343.5,0
409.5,343.5,0
403.5,340.5,0
401.5,340.5,1
400.5,340.5,0
399.5,342.5,1
400.5,339.5,1
403.5,337.5,0
406.5,337.5,0
400.5,343.5,1
403.5,343.5,0
406.5,343.5,0
409.5,340.5,0
412.5,340.5,0
415.5,340.5,0
421.5,340.5,0
427.5,340.5,0
430.5,340.5,0
436.5,340.5,0
445.5,340.5,0
448.5,340.5,0
457.5,340.5,0
466.5,337.5,0
469.5,337.5,0
478.5,337.5,0
486.5,335.5,1
493.5,337.5,0
502.5,337.5,0
511.5,337.5,0
517.5,337.5,0
526.5,337.5,0
535.5,337.5,0
544.5,337.5,0
550.5,337.5,0
559.5,337.5,0
568.5,336.5,1
571.5,337.5,0
571.5,337.5,0
577.5,337.5,0
583.5,340.5,0
589.5,340.5,0
595.5,340.5,0
601.5,340.5,0
607.5,340.5,0
613.5,340.5,0
616.5,340.5,0
619.5,340.5,0
625.5,340.5,0
631.5,343.5,0
631.5,343.5,0
637.5,343.5,0
640.5,343.5,0
643.5,343.5,0
649.5,343.5,0
660.5,342.5,1
664.5,343.5,0
664.5,343.5,0
667.5,343.5,0
670.5,343.5,0
670.5,343.5,0
673.5,343.5,0
676.5,342.5,1
676.5,343.5,0
676.5,343.5,0
679.5,343.5,0
679.5,343.5,0
682.5,343.5,0
685.5,343.5,0
685.5,343.5,0
688.5,343.5,0
691.5,343.5,0
691.5,343.5,0
694.5,343.5,0
697.5,343.5,0
700.5,343.5,0
700.5,343.5,0
703.5,343.5,0
706.5,343.5,0
706.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
709.5,343.5,0
710.5,342.5,1
712.5,343.5,0
716.5,344.5,1
718.5,343.5,0
718.5,343.5,0
718.5,343.5,0
718.5,343.5,0
719.5,342.5,1
724.5,343.5,0
724.5,343.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
724.5,346.5,0
727.5,346.5,0
727.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,346.5,0
730.5,349.5,0
730.5,349.5,0
727.5,349.5,0
727.5,349.5,0
727.5,349.5,0
727.5,349.5,0
724.5,349.5,0
724.5,349.5,0
724.5,349.5,0
724.5,349.5,0
724.5,349.5,0
724.5,349.5,0
727.5,349.5,0
727.5,349.5,0
730.5,349.5,0
730.5,349.5,0
733.5,346.5,0
733.5,343.5,0
733.5,343.5,0
733.5,343.5,0
733.5,343.5,0
733.5,343.5,0
733.5,343.5,0
733.5,340.5,0
733.5,340.5,0
733.5,340.5,0
730.5,340.5,0
727.5,340.5,0
724.5,338.5,1
721.5,337.5,0
721.5,337.5,0
721.5,337.5,0
721.5,337.5,0
718.5,337.5,0
718.5,337.5,0
718.5,337.5,0
715.5,334.5,0
718.5,334.5,0
718.5,334.5,0
718.5,331.5,0
721.5,331.5,0
721.5,331.5,0
721.5,328.5,0
724.5,328.5,0
727.5,328.5,0
730.5,325.5,0
740.5,324.5,1
742.5,322.5,0
,,2
,,2
,,2

ID,Column,Variable Name,Data Type,Rank,Missing Value,Dimensions
1,A,x,System.Double,1,,frame
2,B,y,System.Double,1,,frame
3,C,code,System.Int16,1,,frame

Variable,Key,Type,Value
0,videofilepath,System.String,D:\Google Drive\Sync\bird videos\sim_10_white_5566_in.mp4
0,lambda_d,System.Double,10000
0,lambda_u,System.Double,1
0,lambda_o,System.Double,10000000
0,patch_size,System.Double,21
0,num_pca_data,System.Double,10000
0,pca_dim,System.Double,16
0,max_occlusion_duration,System.Double,250
0,matches_per_keyframe,System.Double,10
0,index_approx_ratio,System.Double,1
0,max_matches_per_frame,System.Double,1000
0,matches_appearance_threshold,System.Double,1E+100
0,index_accuracy,System.Double,3

