x,y,code
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
1053.5,352.5,1
1051.5,352.5,0
1045.5,352.5,0
1039.5,352.5,0
1033.5,355.5,0
1024.5,358.5,0
1018.5,358.5,0
1003.5,361.5,0
997.5,361.5,0
991.5,361.5,0
979.5,364.5,0
967.5,364.5,0
955.5,367.5,0
940.5,367.5,0
926.5,367.5,1
919.5,367.5,0
907.5,367.5,0
895.5,367.5,0
883.5,370.5,0
868.5,370.5,0
853.5,370.5,0
838.5,370.5,0
829.5,370.5,0
814.5,370.5,0
799.5,370.5,0
790.5,370.5,0
775.5,370.5,0
760.5,370.5,0
751.5,370.5,0
736.5,370.5,0
721.5,370.5,0
712.5,370.5,0
697.5,370.5,0
682.5,368.5,1
676.5,367.5,0
661.5,367.5,0
646.5,367.5,0
637.5,367.5,0
622.5,367.5,0
607.5,367.5,0
592.5,364.5,0
585.5,363.5,1
571.5,361.5,0
556.5,358.5,0
547.5,358.5,0
532.5,355.5,0
520.5,352.5,0
511.5,352.5,0
505.5,352.5,0
493.5,352.5,0
481.5,349.5,0
466.5,346.5,0
460.5,346.5,0
448.5,343.5,0
439.5,343.5,0
427.5,340.5,0
418.5,337.5,0
412.5,337.5,0
400.5,334.5,0
391.5,334.5,0
385.5,334.5,0
376.5,331.5,0
367.5,331.5,0
358.5,330.5,1
352.5,331.5,0
346.5,328.5,0
340.5,328.5,0
337.5,328.5,0
331.5,328.5,0
325.5,328.5,0
322.5,328.5,0
319.5,328.5,0
313.5,325.5,0
313.5,325.5,0
310.5,325.5,0
307.5,325.5,0
307.5,325.5,0
304.5,325.5,0
301.5,325.5,0
301.5,325.5,0
300.5,325.5,1
301.5,325.5,0
298.5,328.5,0
298.5,328.5,0
298.5,328.5,0
298.5,328.5,0
298.5,328.5,0
301.5,328.5,0
304.5,328.5,0
304.5,328.5,0
307.5,328.5,0
310.5,328.5,0
313.5,328.5,0
315.5,328.5,1
319.5,328.5,0
325.5,331.5,0
328.5,331.5,0
334.5,331.5,0
340.5,331.5,0
343.5,331.5,0
349.5,331.5,0
358.5,334.5,0
361.5,334.5,0
370.5,337.5,0
379.5,340.5,0
385.5,340.5,0
395.5,342.5,1
