x,y,code
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
997.5,384.5,1
991.5,385.5,0
979.5,385.5,0
967.5,385.5,0
961.5,385.5,0
949.5,385.5,0
943.5,385.5,0
925.5,388.5,0
919.5,388.5,0
911.5,389.5,1
898.5,391.5,0
886.5,391.5,0
880.5,391.5,0
865.5,394.5,0
853.5,397.5,0
847.5,397.5,0
835.5,400.5,0
823.5,403.5,0
814.5,403.5,0
802.5,406.5,0
790.5,409.5,0
778.5,412.5,0
772.5,415.5,0
760.5,418.5,0
748.5,421.5,0
739.5,424.5,0
727.5,427.5,0
715.5,430.5,0
706.5,433.5,0
693.5,437.5,1
679.5,442.5,0
670.5,445.5,0
655.5,448.5,0
643.5,451.5,0
634.5,454.5,0
622.5,457.5,0
610.5,460.5,0
601.5,463.5,0
589.5,466.5,0
577.5,469.5,0
565.5,472.5,0
556.5,475.5,0
544.5,478.5,0
529.5,481.5,0
520.5,484.5,0
508.5,487.5,0
496.5,490.5,0
487.5,493.5,0
481.5,493.5,0
469.5,496.5,0
457.5,499.5,0
445.5,502.5,0
439.5,502.5,0
430.5,505.5,0
424.5,505.5,0
415.5,508.5,0
406.5,508.5,0
403.5,508.5,0
394.5,508.5,0
385.5,508.5,0
382.5,508.5,0
376.5,508.5,0
370.5,508.5,0
364.5,508.5,0
361.5,508.5,0
358.5,508.5,0
355.5,508.5,0
352.5,508.5,0
349.5,508.5,0
346.5,508.5,0
346.5,508.5,0
346.5,508.5,0
344.5,507.5,1
343.5,505.5,0
343.5,505.5,0
343.5,502.5,0
343.5,502.5,0
343.5,499.5,0
346.5,496.5,0
346.5,496.5,0
349.5,493.5,0
352.5,490.5,0
358.5,487.5,0
361.5,484.5,0
367.5,481.5,0
373.5,478.5,0
376.5,478.5,0
382.5,475.5,0
388.5,472.5,0
394.5,469.5,0
397.5,466.5,0
406.5,463.5,0
415.5,460.5,0
421.5,457.5,0
430.5,454.5,0
439.5,451.5,0
445.5,448.5,0
454.5,445.5,0
466.5,442.5,0
472.5,439.5,0
484.5,433.5,0
496.5,430.5,0
505.5,427.5,0
518.5,423.5,1
532.5,421.5,0
541.5,418.5,0
556.5,415.5,0
571.5,409.5,0
