x,y,code
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
811.5,277.5,0
811.5,276.5,1
811.5,277.5,0
802.5,277.5,0
796.5,277.5,0
788.5,276.5,1
784.5,277.5,0
775.5,277.5,0
766.5,277.5,0
764.5,276.5,1
754.5,277.5,0
745.5,277.5,0
739.5,280.5,0
730.5,280.5,0
721.5,283.5,0
715.5,283.5,0
704.5,284.5,1
694.5,282.5,1
688.5,283.5,0
679.5,283.5,0
670.5,286.5,0
658.5,286.5,0
645.5,288.5,1
637.5,289.5,0
625.5,292.5,0
611.5,294.5,1
604.5,295.5,0
594.5,294.5,1
580.5,295.5,0
573.5,295.5,1
559.5,295.5,0
544.5,298.5,0
535.5,298.5,0
520.5,301.5,0
484.5,304.5,0
466.5,307.5,0
457.5,307.5,1
439.5,307.5,0
419.5,310.5,1
412.5,310.5,0
385.5,313.5,0
376.5,313.5,0
358.5,316.5,0
340.5,316.5,0
332.5,318.5,1
313.5,319.5,0
295.5,322.5,0
287.5,323.5,1
271.5,325.5,0
256.5,328.5,0
246.5,330.5,1
229.5,331.5,0
214.5,334.5,0
204.5,335.5,1
187.5,337.5,0
172.5,337.5,0
165.5,338.5,1
151.5,340.5,0
136.5,343.5,0
130.5,346.5,0
118.5,349.5,0
104.5,350.5,1
100.5,349.5,0
91.5,349.5,0
76.5,352.5,0
67.5,352.5,0
55.5,352.5,0
51.5,354.5,1
43.5,355.5,0
36.5,358.5,1
34.5,358.5,0
34.5,355.5,0
28.5,355.5,0
26.5,355.5,1
25.5,355.5,0
40.5,355.5,0
37.5,355.5,0
34.5,355.5,0
31.5,355.5,0
28.5,356.5,1
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
28.5,355.5,0
31.5,355.5,0
34.5,355.5,0
37.5,355.5,0
34.5,355.5,0
25.5,364.5,0
25.5,364.5,0
30.5,364.5,1
37.5,364.5,0
40.5,364.5,0
46.5,364.5,0
49.5,364.5,0
52.5,364.5,0
58.5,364.5,0
61.5,364.5,0
67.5,364.5,0
73.5,364.5,0
79.5,364.5,0
87.5,363.5,1
97.5,361.5,0
103.5,361.5,0
112.5,361.5,0
