x,y,code
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
994.5,243.5,1
979.5,247.5,0
964.5,250.5,0
956.5,252.5,1
940.5,256.5,0
925.5,259.5,0
913.5,262.5,0
895.5,265.5,0
877.5,268.5,0
865.5,271.5,0
847.5,274.5,0
829.5,280.5,0
820.5,283.5,0
802.5,286.5,0
781.5,289.5,0
769.5,292.5,0
751.5,295.5,0
733.5,301.5,0
715.5,304.5,0
697.5,310.5,0
688.5,313.5,0
670.5,316.5,0
652.5,322.5,0
643.5,325.5,0
625.5,328.5,0
607.5,334.5,0
598.5,337.5,0
580.5,340.5,0
562.5,346.5,0
554.5,347.5,1
535.5,352.5,0
517.5,355.5,0
508.5,358.5,0
490.5,364.5,0
472.5,370.5,0
463.5,373.5,0
445.5,379.5,0
427.5,385.5,0
418.5,388.5,0
400.5,391.5,0
382.5,396.5,1
373.5,397.5,0
358.5,400.5,1
350.5,406.5,1
332.5,408.5,1
317.5,413.5,1
308.5,412.5,1
293.5,417.5,1
279.5,423.5,1
275.5,424.5,1
258.5,426.5,1
248.5,431.5,1
241.5,433.5,0
229.5,436.5,0
220.5,439.5,0
217.5,439.5,0
208.5,442.5,0
199.5,445.5,0
196.5,445.5,0
187.5,448.5,0
181.5,451.5,0
178.5,451.5,0
172.5,454.5,0
169.5,457.5,0
166.5,457.5,0
163.5,457.5,0
160.5,457.5,0
157.5,457.5,0
154.5,457.5,0
154.5,457.5,0
154.5,457.5,0
154.5,457.5,0
154.5,457.5,0
157.5,457.5,0
160.5,454.5,0
160.5,454.5,0
166.5,454.5,0
169.5,451.5,0
172.5,451.5,0
178.5,448.5,0
184.5,445.5,0
187.5,445.5,0
196.5,442.5,0
202.5,439.5,0
208.5,436.5,0
217.5,433.5,0
226.5,430.5,0
232.5,427.5,0
241.5,424.5,0
253.5,421.5,0
259.5,418.5,0
271.5,415.5,0
283.5,412.5,0
289.5,409.5,0
304.5,406.5,0
319.5,403.5,0
334.5,397.5,0
340.5,394.5,0
355.5,391.5,0
370.5,385.5,0
379.5,382.5,0
394.5,376.5,0
412.5,370.5,0
430.5,367.5,0
439.5,364.5,0
457.5,361.5,0
475.5,358.5,0
485.5,356.5,1
544.5,344.5,1
562.5,343.5,0
571.5,340.5,0
586.5,337.5,0
604.5,334.5,0
613.5,334.5,0
631.5,331.5,0
649.5,328.5,0
658.5,328.5,0
673.5,325.5,0
688.5,323.5,1
697.5,322.5,0
712.5,319.5,0
721.5,319.5,0
736.5,316.5,0
751.5,313.5,0
757.5,313.5,0
772.5,310.5,0
784.5,310.5,0
793.5,310.5,0
805.5,307.5,0
817.5,304.5,0
826.5,304.5,0
841.5,301.5,0
856.5,298.5,0
862.5,298.5,0
877.5,295.5,0
889.5,293.5,1
895.5,292.5,0
904.5,289.5,0
916.5,289.5,0
922.5,289.5,0
931.5,286.5,0
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2

ID,Column,Variable Name,Data Type,Rank,Missing Value,Dimensions
1,A,x,System.Double,1,,frame
2,B,y,System.Double,1,,frame
3,C,code,System.Int16,1,,frame

Variable,Key,Type,Value
0,videofilepath,System.String,C:\Users\stran\Google 雲端硬碟\Sync\bird videos\sim_10_white.mp4
0,lambda_d,System.Double,10000
0,lambda_u,System.Double,1
0,lambda_o,System.Double,10000000
0,patch_size,System.Double,21
0,num_pca_data,System.Double,10000
0,pca_dim,System.Double,16
0,max_occlusion_duration,System.Double,250
0,matches_per_keyframe,System.Double,10
0,index_approx_ratio,System.Double,1
0,max_matches_per_frame,System.Double,1000
0,matches_appearance_threshold,System.Double,1E+100
0,index_accuracy,System.Double,3

